card_category,credit_limit,customer_age,dependent_count,education_level,gender=F,gender=M,income_category,marital_status,months_on_book,total_relationship_count,total_revolving_bal
0.0,1850.0,55.0,2.0,0.0,1.0,0.0,4.0,1.0,45.0,5.0,942.0
0.0,2272.0,56.0,3.0,0.0,1.0,0.0,4.0,2.0,46.0,1.0,1350.0
0.0,2164.0,34.0,3.0,0.0,1.0,0.0,4.0,1.0,23.0,3.0,1176.0
0.0,10177.0,49.0,0.0,6.0,0.0,1.0,2.0,1.0,39.0,6.0,1748.0
0.0,12967.0,44.0,3.0,6.0,0.0,1.0,1.0,1.0,36.0,1.0,2517.0
0.0,5951.0,38.0,4.0,2.0,1.0,0.0,4.0,1.0,30.0,3.0,1702.0
0.0,2434.0,49.0,0.0,2.0,1.0,0.0,4.0,2.0,39.0,4.0,0.0
0.0,10097.0,36.0,0.0,3.0,0.0,1.0,0.0,1.0,24.0,3.0,2139.0
0.0,18457.0,62.0,1.0,6.0,0.0,1.0,5.0,2.0,36.0,5.0,2248.0
0.0,4319.0,35.0,2.0,3.0,1.0,0.0,5.0,1.0,36.0,3.0,1151.0
0.0,3454.0,45.0,3.0,2.0,0.0,1.0,1.0,1.0,35.0,5.0,1200.0
0.0,3062.0,51.0,2.0,2.0,0.0,1.0,1.0,2.0,41.0,1.0,2058.0
0.0,10614.0,47.0,2.0,2.0,0.0,1.0,0.0,2.0,41.0,3.0,784.0
0.0,3255.0,49.0,4.0,1.0,1.0,0.0,1.0,2.0,39.0,5.0,603.0
0.0,29659.0,49.0,3.0,3.0,0.0,1.0,3.0,1.0,39.0,3.0,1143.0
0.0,1438.3,46.0,4.0,6.0,0.0,1.0,2.0,0.0,32.0,5.0,738.0
0.0,1558.0,36.0,3.0,6.0,1.0,0.0,4.0,2.0,36.0,4.0,261.0
0.0,2264.0,38.0,2.0,5.0,1.0,0.0,4.0,2.0,32.0,5.0,0.0
0.0,5821.0,42.0,3.0,5.0,1.0,0.0,4.0,1.0,36.0,6.0,0.0
0.0,1942.0,48.0,5.0,2.0,1.0,0.0,5.0,2.0,35.0,5.0,1488.0
3.0,10836.0,40.0,2.0,4.0,1.0,0.0,4.0,1.0,30.0,4.0,1932.0
3.0,32349.0,45.0,2.0,6.0,0.0,1.0,2.0,2.0,26.0,6.0,1630.0
3.0,34516.0,51.0,0.0,0.0,0.0,1.0,0.0,1.0,35.0,5.0,2332.0
0.0,5128.0,50.0,3.0,5.0,0.0,1.0,4.0,1.0,36.0,2.0,0.0
0.0,1527.0,44.0,4.0,5.0,0.0,1.0,1.0,1.0,33.0,5.0,0.0
0.0,3773.0,46.0,4.0,4.0,1.0,0.0,4.0,1.0,37.0,5.0,1972.0
0.0,10386.0,38.0,4.0,0.0,0.0,1.0,3.0,1.0,27.0,5.0,1909.0
0.0,4960.0,42.0,3.0,5.0,0.0,1.0,1.0,1.0,37.0,2.0,1724.0
0.0,6990.0,40.0,1.0,2.0,0.0,1.0,1.0,1.0,23.0,6.0,1378.0
0.0,2208.0,37.0,2.0,6.0,1.0,0.0,1.0,1.0,36.0,4.0,1559.0
0.0,2451.0,53.0,2.0,5.0,0.0,1.0,2.0,1.0,48.0,2.0,1690.0
0.0,3520.0,55.0,1.0,0.0,1.0,0.0,4.0,2.0,36.0,4.0,1914.0
0.0,7246.0,47.0,3.0,2.0,1.0,0.0,4.0,2.0,36.0,5.0,0.0
3.0,25502.0,63.0,1.0,6.0,0.0,1.0,2.0,2.0,53.0,5.0,1450.0
0.0,1522.0,48.0,4.0,2.0,1.0,0.0,4.0,2.0,41.0,3.0,1273.0
0.0,30622.0,57.0,2.0,5.0,0.0,1.0,3.0,2.0,51.0,6.0,0.0
0.0,8111.0,56.0,3.0,3.0,0.0,1.0,3.0,0.0,52.0,2.0,2051.0
0.0,26372.0,38.0,1.0,2.0,0.0,1.0,3.0,2.0,27.0,6.0,1365.0
0.0,9671.0,44.0,4.0,5.0,1.0,0.0,4.0,1.0,33.0,5.0,704.0
0.0,2201.0,46.0,3.0,1.0,1.0,0.0,4.0,2.0,36.0,5.0,651.0
0.0,4417.0,64.0,1.0,2.0,0.0,1.0,4.0,2.0,45.0,5.0,0.0
0.0,2047.0,26.0,0.0,0.0,0.0,1.0,1.0,2.0,13.0,5.0,1196.0
0.0,2479.0,26.0,1.0,6.0,0.0,1.0,4.0,2.0,13.0,6.0,828.0
3.0,34516.0,50.0,3.0,3.0,0.0,1.0,3.0,2.0,41.0,2.0,0.0
0.0,8297.0,48.0,5.0,3.0,1.0,0.0,4.0,2.0,40.0,1.0,2517.0
0.0,8693.0,46.0,4.0,1.0,1.0,0.0,4.0,0.0,41.0,4.0,1378.0
3.0,29076.0,44.0,4.0,5.0,0.0,1.0,2.0,1.0,37.0,1.0,0.0
0.0,4252.0,50.0,0.0,3.0,0.0,1.0,3.0,1.0,30.0,3.0,0.0
0.0,4249.0,50.0,3.0,2.0,1.0,0.0,4.0,3.0,43.0,2.0,789.0
0.0,5293.0,38.0,3.0,5.0,1.0,0.0,1.0,1.0,36.0,5.0,1030.0
0.0,34516.0,55.0,3.0,3.0,0.0,1.0,0.0,2.0,51.0,3.0,1266.0
0.0,2214.0,61.0,0.0,5.0,1.0,0.0,1.0,2.0,55.0,6.0,2123.0
0.0,9598.0,44.0,2.0,2.0,1.0,0.0,4.0,1.0,30.0,3.0,1092.0
0.0,13172.0,59.0,0.0,5.0,0.0,1.0,2.0,3.0,48.0,2.0,0.0
0.0,8567.0,47.0,3.0,2.0,0.0,1.0,2.0,1.0,37.0,4.0,1695.0
0.0,1922.0,51.0,3.0,5.0,0.0,1.0,2.0,2.0,42.0,2.0,1124.0
0.0,2472.0,34.0,4.0,2.0,1.0,0.0,1.0,2.0,28.0,5.0,1899.0
0.0,34516.0,62.0,1.0,2.0,0.0,1.0,0.0,2.0,53.0,4.0,2061.0
0.0,7825.0,38.0,2.0,5.0,1.0,0.0,4.0,1.0,36.0,2.0,0.0
0.0,2801.0,45.0,4.0,2.0,1.0,0.0,5.0,1.0,35.0,6.0,2043.0
0.0,9782.0,37.0,3.0,5.0,0.0,1.0,3.0,3.0,36.0,4.0,1793.0
0.0,3336.0,46.0,3.0,3.0,1.0,0.0,1.0,1.0,34.0,2.0,1687.0
0.0,3044.0,42.0,5.0,0.0,1.0,0.0,4.0,2.0,28.0,4.0,1865.0
0.0,3785.0,58.0,0.0,5.0,0.0,1.0,3.0,1.0,38.0,6.0,1935.0
0.0,3383.0,45.0,2.0,5.0,0.0,1.0,0.0,1.0,36.0,6.0,1458.0
0.0,5297.0,33.0,2.0,1.0,1.0,0.0,5.0,2.0,21.0,4.0,0.0
0.0,2410.0,36.0,3.0,4.0,1.0,0.0,4.0,2.0,23.0,6.0,1705.0
0.0,26783.0,30.0,0.0,2.0,0.0,1.0,3.0,0.0,23.0,6.0,1285.0
0.0,8082.0,35.0,3.0,2.0,0.0,1.0,3.0,1.0,20.0,5.0,2307.0
0.0,16612.0,42.0,3.0,2.0,1.0,0.0,5.0,2.0,34.0,3.0,2517.0
0.0,2723.0,47.0,3.0,5.0,1.0,0.0,4.0,2.0,36.0,5.0,1588.0
0.0,6316.0,33.0,3.0,0.0,1.0,0.0,1.0,2.0,26.0,6.0,1344.0
0.0,8206.0,44.0,5.0,6.0,0.0,1.0,3.0,2.0,34.0,6.0,763.0
0.0,2250.0,42.0,2.0,2.0,1.0,0.0,4.0,1.0,37.0,4.0,1788.0
0.0,2205.0,55.0,3.0,2.0,0.0,1.0,1.0,1.0,36.0,3.0,1337.0
0.0,4718.0,45.0,2.0,0.0,0.0,1.0,1.0,3.0,36.0,1.0,1591.0
0.0,2690.0,48.0,4.0,5.0,1.0,0.0,1.0,1.0,32.0,6.0,1903.0
1.0,15987.0,41.0,4.0,5.0,1.0,0.0,4.0,2.0,36.0,3.0,0.0
0.0,1438.3,53.0,3.0,3.0,0.0,1.0,2.0,1.0,47.0,5.0,0.0
0.0,5479.0,57.0,2.0,4.0,0.0,1.0,2.0,0.0,51.0,2.0,1200.0
0.0,5504.0,61.0,0.0,3.0,0.0,1.0,2.0,2.0,51.0,4.0,1412.0
0.0,1614.0,38.0,2.0,1.0,1.0,0.0,4.0,1.0,28.0,5.0,0.0
0.0,9662.0,43.0,2.0,6.0,0.0,1.0,1.0,2.0,31.0,6.0,817.0
0.0,3618.0,60.0,1.0,5.0,0.0,1.0,2.0,2.0,54.0,1.0,972.0
0.0,2793.0,42.0,3.0,3.0,0.0,1.0,1.0,3.0,37.0,6.0,1661.0
0.0,13589.0,37.0,3.0,6.0,0.0,1.0,1.0,2.0,29.0,6.0,2517.0
0.0,8881.0,46.0,4.0,0.0,1.0,0.0,4.0,1.0,38.0,3.0,1865.0
0.0,4970.0,51.0,2.0,2.0,1.0,0.0,4.0,2.0,36.0,4.0,1591.0
1.0,34516.0,43.0,3.0,4.0,0.0,1.0,2.0,1.0,37.0,6.0,1580.0
0.0,2448.0,57.0,0.0,2.0,1.0,0.0,4.0,1.0,45.0,6.0,0.0
0.0,22664.0,53.0,2.0,5.0,0.0,1.0,0.0,0.0,42.0,4.0,0.0
0.0,2137.0,41.0,5.0,3.0,1.0,0.0,4.0,0.0,34.0,3.0,996.0
0.0,2096.0,44.0,5.0,0.0,1.0,0.0,4.0,1.0,34.0,4.0,1711.0
0.0,4442.0,53.0,2.0,6.0,1.0,0.0,1.0,1.0,48.0,2.0,1107.0
0.0,4284.0,47.0,3.0,0.0,0.0,1.0,2.0,1.0,36.0,5.0,1900.0
0.0,5302.0,43.0,5.0,0.0,1.0,0.0,1.0,1.0,31.0,5.0,1136.0
0.0,2576.0,37.0,3.0,6.0,0.0,1.0,2.0,1.0,29.0,5.0,1640.0
0.0,2407.0,50.0,4.0,6.0,1.0,0.0,4.0,1.0,36.0,2.0,1102.0
0.0,9026.0,40.0,3.0,6.0,0.0,1.0,2.0,1.0,27.0,6.0,2312.0
0.0,12250.0,45.0,4.0,2.0,0.0,1.0,3.0,1.0,36.0,5.0,2165.0
0.0,2671.0,46.0,4.0,2.0,1.0,0.0,4.0,2.0,38.0,6.0,1713.0
0.0,3200.0,42.0,2.0,6.0,1.0,0.0,4.0,1.0,29.0,5.0,1733.0
0.0,2915.0,53.0,3.0,6.0,1.0,0.0,4.0,2.0,42.0,1.0,2041.0
0.0,2107.0,63.0,0.0,2.0,1.0,0.0,4.0,1.0,36.0,6.0,1351.0
0.0,2917.0,40.0,2.0,3.0,1.0,0.0,4.0,0.0,28.0,4.0,1310.0
0.0,2214.0,49.0,3.0,4.0,1.0,0.0,4.0,2.0,35.0,5.0,915.0
0.0,14593.0,45.0,3.0,2.0,0.0,1.0,2.0,1.0,36.0,3.0,1504.0
0.0,4748.0,47.0,5.0,1.0,1.0,0.0,1.0,1.0,40.0,6.0,1008.0
0.0,2111.0,52.0,2.0,6.0,1.0,0.0,4.0,0.0,36.0,4.0,0.0
0.0,18046.0,52.0,2.0,3.0,0.0,1.0,3.0,1.0,36.0,2.0,0.0
0.0,7882.0,66.0,0.0,1.0,1.0,0.0,5.0,1.0,56.0,5.0,605.0
0.0,2382.0,33.0,0.0,2.0,1.0,0.0,4.0,2.0,26.0,6.0,1565.0
0.0,16828.0,55.0,2.0,3.0,0.0,1.0,0.0,0.0,46.0,5.0,2517.0
0.0,19838.0,46.0,3.0,2.0,0.0,1.0,3.0,1.0,36.0,6.0,1290.0
3.0,33565.0,39.0,3.0,5.0,1.0,0.0,5.0,2.0,35.0,2.0,1627.0
0.0,31680.0,58.0,2.0,2.0,0.0,1.0,0.0,1.0,54.0,6.0,1812.0
0.0,2494.0,57.0,2.0,6.0,1.0,0.0,4.0,1.0,45.0,4.0,1639.0
0.0,4953.0,42.0,3.0,2.0,0.0,1.0,2.0,1.0,36.0,2.0,2039.0
0.0,6985.0,35.0,3.0,5.0,0.0,1.0,2.0,1.0,22.0,5.0,1130.0
0.0,5579.0,53.0,2.0,5.0,0.0,1.0,1.0,1.0,47.0,3.0,1423.0
0.0,1736.0,38.0,4.0,5.0,1.0,0.0,4.0,1.0,27.0,1.0,1319.0
0.0,6373.0,45.0,1.0,6.0,1.0,0.0,4.0,1.0,32.0,4.0,1562.0
1.0,34516.0,46.0,4.0,5.0,0.0,1.0,3.0,2.0,41.0,6.0,1104.0
0.0,3082.0,57.0,3.0,2.0,1.0,0.0,4.0,3.0,36.0,2.0,2507.0
0.0,3832.0,58.0,0.0,6.0,1.0,0.0,4.0,1.0,36.0,3.0,1439.0
0.0,2049.0,47.0,3.0,2.0,1.0,0.0,4.0,2.0,36.0,5.0,1460.0
0.0,4651.0,33.0,2.0,1.0,1.0,0.0,5.0,3.0,21.0,3.0,2499.0
0.0,2222.0,36.0,4.0,4.0,0.0,1.0,4.0,1.0,26.0,5.0,1291.0
0.0,2311.0,35.0,4.0,0.0,0.0,1.0,4.0,1.0,36.0,3.0,1222.0
0.0,2089.0,48.0,4.0,6.0,1.0,0.0,4.0,1.0,43.0,1.0,1262.0
0.0,11552.0,50.0,2.0,6.0,0.0,1.0,2.0,1.0,32.0,1.0,1970.0
3.0,34516.0,44.0,2.0,5.0,0.0,1.0,3.0,2.0,36.0,2.0,569.0
0.0,2791.0,57.0,3.0,2.0,1.0,0.0,1.0,3.0,46.0,2.0,1550.0
0.0,1764.0,62.0,0.0,2.0,1.0,0.0,4.0,1.0,36.0,3.0,1540.0
0.0,3257.0,46.0,4.0,2.0,1.0,0.0,5.0,1.0,39.0,4.0,0.0
0.0,2882.0,51.0,3.0,5.0,1.0,0.0,4.0,1.0,43.0,4.0,0.0
0.0,4469.0,73.0,0.0,3.0,0.0,1.0,1.0,1.0,36.0,5.0,1125.0
0.0,3281.0,60.0,0.0,3.0,0.0,1.0,1.0,1.0,36.0,5.0,837.0
0.0,1954.0,36.0,2.0,5.0,1.0,0.0,5.0,2.0,23.0,3.0,1179.0
0.0,7693.0,51.0,3.0,2.0,0.0,1.0,3.0,1.0,31.0,6.0,0.0
0.0,4404.0,59.0,1.0,2.0,1.0,0.0,4.0,2.0,39.0,5.0,2272.0
3.0,34516.0,31.0,1.0,6.0,1.0,0.0,5.0,2.0,36.0,4.0,0.0
0.0,6911.0,31.0,0.0,2.0,0.0,1.0,4.0,1.0,36.0,3.0,2517.0
3.0,34516.0,48.0,3.0,2.0,0.0,1.0,3.0,2.0,37.0,3.0,0.0
0.0,4662.0,41.0,3.0,3.0,1.0,0.0,4.0,1.0,15.0,1.0,0.0
0.0,2005.0,43.0,4.0,2.0,1.0,0.0,4.0,2.0,34.0,2.0,1263.0
3.0,34516.0,48.0,5.0,3.0,0.0,1.0,3.0,1.0,40.0,6.0,1417.0
0.0,3645.0,46.0,4.0,3.0,1.0,0.0,1.0,3.0,38.0,6.0,1179.0
0.0,2498.0,47.0,4.0,3.0,0.0,1.0,1.0,1.0,40.0,4.0,2258.0
0.0,1606.0,36.0,2.0,4.0,0.0,1.0,2.0,2.0,30.0,4.0,798.0
0.0,2798.0,47.0,3.0,6.0,1.0,0.0,4.0,2.0,36.0,4.0,1963.0
0.0,4366.0,39.0,0.0,0.0,1.0,0.0,4.0,2.0,36.0,1.0,1870.0
0.0,5735.0,46.0,4.0,6.0,0.0,1.0,2.0,1.0,29.0,6.0,2410.0
0.0,12086.0,54.0,1.0,5.0,0.0,1.0,0.0,1.0,40.0,4.0,1264.0
0.0,3234.0,34.0,3.0,5.0,1.0,0.0,4.0,2.0,26.0,4.0,971.0
0.0,4675.0,46.0,2.0,3.0,1.0,0.0,4.0,1.0,35.0,6.0,1734.0
3.0,15034.0,46.0,4.0,3.0,0.0,1.0,1.0,0.0,36.0,2.0,1356.0
0.0,5357.0,41.0,3.0,6.0,1.0,0.0,1.0,3.0,30.0,1.0,1272.0
0.0,23939.0,48.0,4.0,3.0,1.0,0.0,5.0,2.0,36.0,2.0,1419.0
0.0,3297.0,59.0,0.0,0.0,1.0,0.0,4.0,2.0,40.0,1.0,0.0
0.0,5731.0,52.0,2.0,3.0,1.0,0.0,1.0,1.0,44.0,3.0,0.0
0.0,1594.0,54.0,4.0,3.0,1.0,0.0,4.0,1.0,36.0,3.0,1411.0
0.0,1790.0,47.0,4.0,4.0,1.0,0.0,4.0,1.0,39.0,6.0,0.0
0.0,12421.0,58.0,1.0,2.0,0.0,1.0,3.0,1.0,42.0,4.0,2517.0
0.0,8900.0,51.0,1.0,2.0,1.0,0.0,4.0,2.0,41.0,4.0,798.0
1.0,34516.0,41.0,2.0,5.0,0.0,1.0,3.0,1.0,33.0,5.0,1642.0
0.0,7084.0,50.0,4.0,0.0,0.0,1.0,0.0,1.0,36.0,6.0,0.0
0.0,1654.0,41.0,2.0,0.0,1.0,0.0,4.0,1.0,36.0,2.0,1093.0
0.0,1438.3,40.0,4.0,0.0,1.0,0.0,4.0,1.0,36.0,6.0,0.0
0.0,7558.0,57.0,4.0,6.0,0.0,1.0,3.0,2.0,36.0,5.0,1364.0
0.0,5362.0,53.0,2.0,3.0,1.0,0.0,4.0,1.0,44.0,3.0,1901.0
0.0,15965.0,65.0,1.0,6.0,1.0,0.0,5.0,1.0,53.0,5.0,2312.0
0.0,13349.0,44.0,5.0,3.0,1.0,0.0,5.0,3.0,33.0,4.0,0.0
0.0,2253.0,56.0,3.0,5.0,0.0,1.0,2.0,1.0,36.0,5.0,1375.0
3.0,34516.0,39.0,4.0,6.0,0.0,1.0,0.0,2.0,26.0,6.0,2517.0
0.0,2577.0,47.0,4.0,5.0,1.0,0.0,4.0,2.0,36.0,4.0,1450.0
0.0,9854.0,51.0,2.0,6.0,0.0,1.0,3.0,3.0,39.0,6.0,1886.0
0.0,3809.0,38.0,0.0,6.0,0.0,1.0,2.0,1.0,26.0,5.0,1521.0
0.0,5489.0,41.0,2.0,0.0,0.0,1.0,0.0,2.0,32.0,6.0,1513.0
0.0,1792.0,51.0,3.0,2.0,1.0,0.0,4.0,2.0,46.0,4.0,989.0
0.0,4533.0,30.0,2.0,4.0,0.0,1.0,1.0,2.0,16.0,5.0,1977.0
0.0,32563.0,50.0,1.0,6.0,0.0,1.0,0.0,2.0,37.0,4.0,0.0
0.0,1438.3,45.0,2.0,0.0,1.0,0.0,4.0,3.0,29.0,2.0,0.0
0.0,2305.0,49.0,4.0,5.0,1.0,0.0,4.0,1.0,38.0,1.0,1173.0
0.0,3914.0,46.0,5.0,0.0,0.0,1.0,1.0,1.0,41.0,1.0,1683.0
3.0,34516.0,42.0,3.0,0.0,1.0,0.0,5.0,2.0,31.0,3.0,919.0
0.0,3615.0,55.0,0.0,2.0,1.0,0.0,4.0,1.0,36.0,6.0,1699.0
0.0,5002.0,41.0,5.0,0.0,0.0,1.0,2.0,1.0,31.0,1.0,1945.0
0.0,3103.0,36.0,5.0,2.0,1.0,0.0,4.0,1.0,30.0,3.0,2399.0
0.0,4440.0,54.0,3.0,6.0,1.0,0.0,1.0,2.0,41.0,1.0,0.0
3.0,34516.0,42.0,0.0,3.0,0.0,1.0,3.0,3.0,35.0,5.0,1934.0
0.0,14140.0,32.0,0.0,6.0,1.0,0.0,5.0,2.0,26.0,6.0,845.0
0.0,3719.0,53.0,4.0,1.0,1.0,0.0,4.0,1.0,37.0,6.0,2517.0
0.0,3879.0,39.0,2.0,0.0,0.0,1.0,2.0,1.0,26.0,1.0,0.0
0.0,10896.0,43.0,2.0,3.0,0.0,1.0,0.0,2.0,30.0,1.0,2517.0
0.0,16583.0,43.0,3.0,6.0,1.0,0.0,5.0,2.0,37.0,2.0,1797.0
0.0,1621.0,38.0,1.0,6.0,1.0,0.0,4.0,1.0,20.0,2.0,580.0
3.0,34516.0,44.0,3.0,3.0,0.0,1.0,0.0,2.0,36.0,1.0,1106.0
0.0,34516.0,53.0,2.0,4.0,0.0,1.0,0.0,2.0,36.0,6.0,931.0
